Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O75943	RAD17_HUMAN	reviewed	Cell cycle checkpoint protein RAD17 (hRad17) (RF-C/activator 1 homolog)	RAD17 R24L	Homo sapiens (Human)	681
Q92878	RAD50_HUMAN	reviewed	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	RAD50	Homo sapiens (Human)	1312
O60216	RAD21_HUMAN	reviewed	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	Homo sapiens (Human)	631
Q06124	PTN11_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	Homo sapiens (Human)	597
P18031	PTN1_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B)	PTPN1 PTP1B	Homo sapiens (Human)	435
Q8TB72	PUM2_HUMAN	reviewed	Pumilio homolog 2 (Pumilio-2)	PUM2 KIAA0235 PUMH2	Homo sapiens (Human)	1066
A1KZ92	PXDNL_HUMAN	reviewed	Peroxidasin-like protein (EC 1.11.1.7) (Cardiac peroxidase) (Vascular peroxidase 2) (polysomal ribonuclease 1) (PRM1)	PXDNL VPO2	Homo sapiens (Human)	1463
O75192	PX11A_HUMAN	reviewed	Peroxisomal membrane protein 11A (HsPEX11p) (28 kDa peroxisomal integral membrane protein) (PMP28) (Peroxin-11A) (Peroxisomal biogenesis factor 11A) (Protein PEX11 homolog alpha) (PEX11-alpha)	PEX11A PEX11	Homo sapiens (Human)	247
Q9BRX8	PXL2A_HUMAN	reviewed	Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A)	PRXL2A C10orf58 FAM213A PAMM PRO2290 PSEC0139 UNQ611/PRO1198	Homo sapiens (Human)	229
P11498	PYC_HUMAN	reviewed	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	PC	Homo sapiens (Human)	1178
Q9Y3Y4	PYGO1_HUMAN	reviewed	Pygopus homolog 1	PYGO1	Homo sapiens (Human)	419
Q9BRQ0	PYGO2_HUMAN	reviewed	Pygopus homolog 2	PYGO2 PP7910	Homo sapiens (Human)	406
Q9BRP8	PYM1_HUMAN	reviewed	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	PYM1 PYM WIBG	Homo sapiens (Human)	204
Q2TAL8	QRIC1_HUMAN	reviewed	Glutamine-rich protein 1	QRICH1	Homo sapiens (Human)	776
P20962	PTMS_HUMAN	reviewed	Parathymosin	PTMS	Homo sapiens (Human)	102
Q86YD1	PTOV1_HUMAN	reviewed	Prostate tumor-overexpressed gene 1 protein (PTOV-1) (Activator interaction domain-containing protein 2)	PTOV1 ACID2 PP642 UNQ6127/PRO20092	Homo sapiens (Human)	416
Q8WUK0	PTPM1_HUMAN	reviewed	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 (EC 3.1.3.27) (PTEN-like phosphatase) (Phosphoinositide lipid phosphatase) (Protein-tyrosine phosphatase mitochondrial 1) (EC 3.1.3.16) (EC 3.1.3.48)	PTPMT1 MOSP PLIP PNAS-129	Homo sapiens (Human)	201
Q9Y2R2	PTN22_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 22 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP) (Lymphoid phosphatase) (LyP) (PEST-domain phosphatase) (PEP)	PTPN22 PTPN8	Homo sapiens (Human)	807
Q9H3S7	PTN23_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
P23470	PTPRG_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG PTPG	Homo sapiens (Human)	1445
Q9HD43	PTPRH_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase H (R-PTP-H) (EC 3.1.3.48) (Stomach cancer-associated protein tyrosine phosphatase 1) (SAP-1) (Transmembrane-type protein-tyrosine phosphatase type H)	PTPRH SAP1	Homo sapiens (Human)	1115
P28827	PTPRM_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)	PTPRM PTPRL1	Homo sapiens (Human)	1452
P43378	PTN9_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase MEG2)	PTPN9	Homo sapiens (Human)	593
Q16827	PTPRO_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2)	PTPRO GLEPP1 PTPU2	Homo sapiens (Human)	1216
Q13308	PTK7_HUMAN	reviewed	Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)	PTK7 CCK4	Homo sapiens (Human)	1070
Q14671	PUM1_HUMAN	reviewed	Pumilio homolog 1 (HsPUM) (Pumilio-1)	PUM1 KIAA0099 PUMH1	Homo sapiens (Human)	1186
Q9BVG9	PTSS2_HUMAN	reviewed	Phosphatidylserine synthase 2 (PSS-2) (PtdSer synthase 2) (EC 2.7.8.29) (Serine-exchange enzyme II)	PTDSS2 PSS2	Homo sapiens (Human)	487
Q8WU10	PYRD1_HUMAN	reviewed	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 (EC 1.8.1.-)	PYROXD1	Homo sapiens (Human)	500
A0A096LP55	QCR6L_HUMAN	reviewed	Cytochrome b-c1 complex subunit 6-like, mitochondrial	UQCRHL	Homo sapiens (Human)	91
P31930	QCR1_HUMAN	reviewed	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	UQCRC1	Homo sapiens (Human)	480
Q6ZMN7	PZRN4_HUMAN	reviewed	PDZ domain-containing RING finger protein 4 (Ligand of Numb protein X 4) (SEMACAP3-like protein)	PDZRN4 LNX4 SEMCAP3L	Homo sapiens (Human)	1036
O14949	QCR8_HUMAN	reviewed	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	UQCRQ	Homo sapiens (Human)	82
Q9UDW1	QCR9_HUMAN	reviewed	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)	UQCR10 UCRC HSPC119	Homo sapiens (Human)	63
Q969H6	POP5_HUMAN	reviewed	Ribonuclease P/MRP protein subunit POP5 (hPop5) (EC 3.1.26.5)	POP5 AD-008 HSPC004 x0003	Homo sapiens (Human)	163
Q9UMR5	PPT2_HUMAN	reviewed	Lysosomal thioesterase PPT2 (PPT-2) (EC 3.1.2.-) (S-thioesterase G14)	PPT2	Homo sapiens (Human)	302
O14730	RIOK3_HUMAN	reviewed	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3) (sudD homolog)	RIOK3 SUDD	Homo sapiens (Human)	519
A6NGN4	PRA25_HUMAN	reviewed	PRAME family member 25	PRAMEF25	Homo sapiens (Human)	478
A3QJZ7	PRA27_HUMAN	reviewed	PRAME family member 27	PRAMEF27	Homo sapiens (Human)	478
A0A0G2JMD5	PRA33_HUMAN	reviewed	PRAME family member 33	PRAMEF33	Homo sapiens (Human)	474
Q86YV5	PRAG1_HUMAN	reviewed	Inactive tyrosine-protein kinase PRAG1 (PEAK1-related kinase-activating pseudokinase 1) (Pragmin) (Sugen kinase 223) (SgK223)	PRAG1 SGK223	Homo sapiens (Human)	1406
O60809	PRA10_HUMAN	reviewed	PRAME family member 10	PRAMEF10	Homo sapiens (Human)	474
O95521	PRAM1_HUMAN	reviewed	PRAME family member 1	PRAMEF1	Homo sapiens (Human)	474
O60811	PRAM2_HUMAN	reviewed	PRAME family member 2	PRAMEF2	Homo sapiens (Human)	474
Q5TYX0	PRAM5_HUMAN	reviewed	PRAME family member 5	PRAMEF5 PRAMEF23 PRAMEF5L	Homo sapiens (Human)	476
Q5VXH5	PRAM7_HUMAN	reviewed	PRAME family member 7	PRAMEF7	Homo sapiens (Human)	474
Q5VWM4	PRAM8_HUMAN	reviewed	PRAME family member 8	PRAMEF8 PRAMEF24	Homo sapiens (Human)	474
Q5VWM5	PRAM9_HUMAN	reviewed	PRAME family member 9/15	PRAMEF9; PRAMEF15	Homo sapiens (Human)	478
P78395	PRAME_HUMAN	reviewed	Melanoma antigen preferentially expressed in tumors (Opa-interacting protein 4) (OIP-4) (Preferentially expressed antigen of melanoma)	PRAME MAPE OIP4	Homo sapiens (Human)	509
P51888	PRELP_HUMAN	reviewed	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	PRELP SLRR2A	Homo sapiens (Human)	382
Q8NCQ7	PRCA1_HUMAN	reviewed	Protein PROCA1 (Protein interacting with cyclin A1)	PROCA1	Homo sapiens (Human)	364
P30041	PRDX6_HUMAN	reviewed	Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)	PRDX6 AOP2 KIAA0106	Homo sapiens (Human)	224
Q9HB40	RISC_HUMAN	reviewed	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302	Homo sapiens (Human)	452
Q99578	RIT2_HUMAN	reviewed	GTP-binding protein Rit2 (Ras-like protein expressed in neurons) (Ras-like without CAAX protein 2)	RIT2 RIN ROC2	Homo sapiens (Human)	217
Q96K30	RITA1_HUMAN	reviewed	RBPJ-interacting and tubulin-associated protein 1 (RBPJ-interacting and tubulin-associated protein)	RITA1 C12orf52 RITA PSEC0043	Homo sapiens (Human)	269
P22891	PROZ_HUMAN	reviewed	Vitamin K-dependent protein Z	PROZ	Homo sapiens (Human)	400
Q8WWY3	PRP31_HUMAN	reviewed	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31)	PRPF31 PRP31	Homo sapiens (Human)	499
A0A1B0GVH4	PRS51_HUMAN	reviewed	Serine protease-like protein 51	PRSS51	Homo sapiens (Human)	220
P62195	PRS8_HUMAN	reviewed	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406
P62191	PRS4_HUMAN	reviewed	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1	Homo sapiens (Human)	440
P17812	PYRG1_HUMAN	reviewed	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)	CTPS1 CTPS	Homo sapiens (Human)	591
Q9Y272	RASD1_HUMAN	reviewed	Dexamethasone-induced Ras-related protein 1 (Activator of G-protein signaling 1)	RASD1 AGS1 DEXRAS1	Homo sapiens (Human)	281
Q96PK6	RBM14_HUMAN	reviewed	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP	Homo sapiens (Human)	669
Q9Y388	RBMX2_HUMAN	reviewed	RNA-binding motif protein, X-linked 2	RBMX2 CGI-79	Homo sapiens (Human)	322
Q8TBY0	RBM46_HUMAN	reviewed	Probable RNA-binding protein 46 (Cancer/testis antigen 68) (CT68) (RNA-binding motif protein 46)	RBM46	Homo sapiens (Human)	533
Q86U06	RBM23_HUMAN	reviewed	Probable RNA-binding protein 23 (RNA-binding motif protein 23) (RNA-binding region-containing protein 4) (Splicing factor SF2)	RBM23 RNPC4 PP239	Homo sapiens (Human)	439
A6NDE4	RBY1B_HUMAN	reviewed	RNA-binding motif protein, Y chromosome, family 1 member B	RBMY1B	Homo sapiens (Human)	496
P25800	RBTN1_HUMAN	reviewed	Rhombotin-1 (Cysteine-rich protein TTG-1) (LIM domain only protein 1) (LMO-1) (T-cell translocation protein 1)	LMO1 RBTN1 RHOM1 TTG1	Homo sapiens (Human)	156
P62877	RBX1_HUMAN	reviewed	E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]	RBX1 RNF75 ROC1	Homo sapiens (Human)	108
P62910	RL32_HUMAN	reviewed	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)	RPL32 PP9932	Homo sapiens (Human)	135
O14957	QCR10_HUMAN	reviewed	Cytochrome b-c1 complex subunit 10 (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c reductase complex 6.4 kDa protein)	UQCR11 UQCR	Homo sapiens (Human)	56
Q9UPQ7	PZRN3_HUMAN	reviewed	E3 ubiquitin-protein ligase PDZRN3 (EC 2.3.2.27) (Ligand of Numb protein X 3) (PDZ domain-containing RING finger protein 3) (RING-type E3 ubiquitin transferase PDZRN3) (Semaphorin cytoplasmic domain-associated protein 3) (Protein SEMACAP3)	PDZRN3 KIAA1095 LNX3 SEMCAP3	Homo sapiens (Human)	1066
Q04671	P_HUMAN	reviewed	P protein (Melanocyte-specific transporter protein) (Pink-eyed dilution protein homolog)	OCA2 D15S12 P	Homo sapiens (Human)	838
P14927	QCR7_HUMAN	reviewed	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	UQCRB UQBP	Homo sapiens (Human)	111
Q59GN2	R39L5_HUMAN	reviewed	Putative 60S ribosomal protein L39-like 5 (60S ribosomal protein L39 pseudogene 5)	RPL39P5	Homo sapiens (Human)	51
Q969Q5	RAB24_HUMAN	reviewed	Ras-related protein Rab-24	RAB24	Homo sapiens (Human)	203
O95716	RAB3D_HUMAN	reviewed	Ras-related protein Rab-3D	RAB3D GOV RAB16	Homo sapiens (Human)	219
A8MTL3	R212B_HUMAN	reviewed	RING finger protein 212B	RNF212B C14orf164	Homo sapiens (Human)	300
P43351	RAD52_HUMAN	reviewed	DNA repair protein RAD52 homolog	RAD52	Homo sapiens (Human)	418
P15153	RAC2_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	RAC2	Homo sapiens (Human)	192
P35241	RADI_HUMAN	reviewed	Radixin	RDX	Homo sapiens (Human)	583
P04049	RAF1_HUMAN	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	Homo sapiens (Human)	648
Q7Z5J4	RAI1_HUMAN	reviewed	Retinoic acid-induced protein 1	RAI1 KIAA1820	Homo sapiens (Human)	1906
Q8NFJ5	RAI3_HUMAN	reviewed	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)	GPRC5A GPCR5A RAI3 RAIG1	Homo sapiens (Human)	357
P63173	RL38_HUMAN	reviewed	60S ribosomal protein L38 (Large ribosomal subunit protein eL38)	RPL38	Homo sapiens (Human)	70
P07919	QCR6_HUMAN	reviewed	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)	UQCRH	Homo sapiens (Human)	91
Q8TDY2	RBCC1_HUMAN	reviewed	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200)	RB1CC1 KIAA0203 RBICC	Homo sapiens (Human)	1594
O95294	RASL1_HUMAN	reviewed	RasGAP-activating-like protein 1 (RAS protein activator like 1) (Ras GTPase-activating-like protein)	RASAL1 RASAL	Homo sapiens (Human)	804
Q8IUD2	RB6I2_HUMAN	reviewed	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2)	ERC1 ELKS KIAA1081 RAB6IP2	Homo sapiens (Human)	1116
Q09028	RBBP4_HUMAN	reviewed	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	RBBP4 RBAP48	Homo sapiens (Human)	425
Q15291	RBBP5_HUMAN	reviewed	Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3)	RBBP5 RBQ3	Homo sapiens (Human)	538
Q7Z6E9	RBBP6_HUMAN	reviewed	E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis)	RBBP6 P2PR PACT RBQ1 My038	Homo sapiens (Human)	1792
Q8WWW0	RASF5_HUMAN	reviewed	Ras association domain-containing protein 5 (New ras effector 1) (Regulator for cell adhesion and polarization enriched in lymphoid tissues) (RAPL)	RASSF5 NORE1 RAPL	Homo sapiens (Human)	418
P36578	RL4_HUMAN	reviewed	60S ribosomal protein L4 (60S ribosomal protein L1) (Large ribosomal subunit protein uL4)	RPL4 RPL1	Homo sapiens (Human)	427
P49756	RBM25_HUMAN	reviewed	RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7)	RBM25 RNPC7	Homo sapiens (Human)	843
Q9BWF3	RBM4_HUMAN	reviewed	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	RBM4 RBM4A	Homo sapiens (Human)	364
P52756	RBM5_HUMAN	reviewed	RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9)	RBM5 H37 LUCA15	Homo sapiens (Human)	815
Q9Y580	RBM7_HUMAN	reviewed	RNA-binding protein 7 (RNA-binding motif protein 7)	RBM7	Homo sapiens (Human)	266
P51149	RAB7A_HUMAN	reviewed	Ras-related protein Rab-7a	RAB7A RAB7	Homo sapiens (Human)	207
P51153	RAB13_HUMAN	reviewed	Ras-related protein Rab-13 (Cell growth-inhibiting gene 4 protein)	RAB13 GIG4	Homo sapiens (Human)	203
P63244	RACK1_HUMAN	reviewed	Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]	RACK1 GNB2L1 HLC7 PIG21	Homo sapiens (Human)	317
P78406	RAE1L_HUMAN	reviewed	mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)	RAE1 MRNP41	Homo sapiens (Human)	368
P24386	RAE1_HUMAN	reviewed	Rab proteins geranylgeranyltransferase component A 1 (Choroideremia protein) (Rab escort protein 1) (REP-1) (TCD protein)	CHM REP1 TCD	Homo sapiens (Human)	653
P61927	RL37_HUMAN	reviewed	60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)	RPL37	Homo sapiens (Human)	97
Q9UKM9	RALY_HUMAN	reviewed	RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog)	RALY HNRPCL2 P542	Homo sapiens (Human)	306
Q96S59	RANB9_HUMAN	reviewed	Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)	RANBP9 RANBPM	Homo sapiens (Human)	729
Q14644	RASA3_HUMAN	reviewed	Ras GTPase-activating protein 3 (GAP1(IP4BP)) (Ins P4-binding protein)	RASA3	Homo sapiens (Human)	834
Q96S21	RB40C_HUMAN	reviewed	Ras-related protein Rab-40C (Rar-like protein) (Ras-like protein family member 8C) (SOCS box-containing protein RAR3)	RAB40C RARL RASL8C	Homo sapiens (Human)	281
P51159	RB27A_HUMAN	reviewed	Ras-related protein Rab-27A (Rab-27) (GTP-binding protein Ram)	RAB27A RAB27	Homo sapiens (Human)	221
Q32P51	RA1L2_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein A1-like 2 (hnRNP A1-like 2) (hnRNP core protein A1-like 2)	HNRNPA1L2 HNRNPA1L	Homo sapiens (Human)	320
P57729	RAB38_HUMAN	reviewed	Ras-related protein Rab-38 (Melanoma antigen NY-MEL-1)	RAB38	Homo sapiens (Human)	211
P63000	RAC1_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 1 (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	Homo sapiens (Human)	192
Q06609	RAD51_HUMAN	reviewed	DNA repair protein RAD51 homolog 1 (HsRAD51) (hRAD51) (RAD51 homolog A)	RAD51 RAD51A RECA	Homo sapiens (Human)	339
Q99638	RAD9A_HUMAN	reviewed	Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A)	RAD9A	Homo sapiens (Human)	391
O60894	RAMP1_HUMAN	reviewed	Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1)	RAMP1	Homo sapiens (Human)	148
P11234	RALB_HUMAN	reviewed	Ras-related protein Ral-B	RALB	Homo sapiens (Human)	206
O60896	RAMP3_HUMAN	reviewed	Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3)	RAMP3	Homo sapiens (Human)	148
Q9BTL3	RAMAC_HUMAN	reviewed	RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM)	RAMAC C15orf18 FAM103A1 RAMMET	Homo sapiens (Human)	118
Q15109	RAGE_HUMAN	reviewed	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	AGER RAGE	Homo sapiens (Human)	404
Q96EH5	RL39L_HUMAN	reviewed	60S ribosomal protein L39-like (60S ribosomal protein L39-2) (Large ribosomal subunit protein eL39-like)	RPL39L RPL39L1	Homo sapiens (Human)	51
P10114	RAP2A_HUMAN	reviewed	Ras-related protein Rap-2a (RbBP-30)	RAP2A	Homo sapiens (Human)	183
P61225	RAP2B_HUMAN	reviewed	Ras-related protein Rap-2b	RAP2B	Homo sapiens (Human)	183
P61224	RAP1B_HUMAN	reviewed	Ras-related protein Rap-1b (GTP-binding protein smg p21B)	RAP1B OK/SW-cl.11	Homo sapiens (Human)	184
Q92901	RL3L_HUMAN	reviewed	60S ribosomal protein L3-like (Large ribosomal subunit protein uL3-like)	RPL3L	Homo sapiens (Human)	407
P39023	RL3_HUMAN	reviewed	60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B) (TARBP-B) (Large ribosomal subunit protein uL3)	RPL3 OK/SW-cl.32	Homo sapiens (Human)	403
P01112	RASH_HUMAN	reviewed	GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Homo sapiens (Human)	189
P01116	RASK_HUMAN	reviewed	GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	KRAS KRAS2 RASK2	Homo sapiens (Human)	189
O43374	RASL2_HUMAN	reviewed	Ras GTPase-activating protein 4 (Calcium-promoted Ras inactivator) (Ras p21 protein activator 4) (RasGAP-activating-like protein 2)	RASA4 CAPRI GAPL KIAA0538	Homo sapiens (Human)	803
Q8N0V3	RBFA_HUMAN	reviewed	Putative ribosome-binding factor A, mitochondrial	RBFA C18orf22	Homo sapiens (Human)	343
Q8TEB7	RN128_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF128 (EC 2.3.2.27) (Gene related to anergy in lymphocytes protein) (GRAIL) (RING finger protein 128) (RING-type E3 ubiquitin transferase RNF128)	RNF128	Homo sapiens (Human)	428
Q8WVZ7	RN133_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF133 (EC 2.3.2.27) (RING finger protein 133) (RING-type E3 ubiquitin transferase RNF133)	RNF133	Homo sapiens (Human)	376
Q8N8N0	RN152_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152)	RNF152	Homo sapiens (Human)	203
Q2M238	RN3P1_HUMAN	reviewed	Putative RRN3-like protein RRN3P1 (RNA polymerase I transcription factor homolog pseudogene 1)	RRN3P1	Homo sapiens (Human)	152
Q8IUD6	RN135_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF135 (EC 2.3.2.27) (RIG-I E3 ubiquitin ligase) (REUL) (RING finger protein 135) (RING-type E3 ubiquitin transferase RNF135) (Riplet)	RNF135 L13	Homo sapiens (Human)	432
P60153	RNAS9_HUMAN	reviewed	Inactive ribonuclease-like protein 9	RNASE9	Homo sapiens (Human)	205
Q8N5U6	RNF10_HUMAN	reviewed	RING finger protein 10	RNF10 KIAA0262 RIE2	Homo sapiens (Human)	811
Q96EQ8	RN125_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF125 (EC 2.3.2.27) (RING finger protein 125) (T-cell RING activation protein 1) (TRAC-1)	RNF125	Homo sapiens (Human)	232
P51991	ROA3_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	HNRNPA3 HNRPA3	Homo sapiens (Human)	378
